Station,Date,Metric,Value,Metric2,Value2,Station2,loc
LSJ2,5/1/2012,Dissolved Oxygen ( %),122.8,DOPerc,122.8,LSJ2,NA
LSJ2,5/1/2012,Specific Conductance (mS/cm),11.5,Cond,11.5,LSJ2,NA
LSJ2,5/1/2012,Salinity (PSS),6.56,Sal,6.56,LSJ2,NA
LSJ2,5/1/2012,Turbidity (NTU)†,0.3,Turb,0.3,LSJ2,NA
LSJ2,5/1/2012,pH†,8.34,pH,8.34,LSJ2,NA
LSJ2,5/1/2012,Secchi Depth (Meters)•,Bottom,Sec,NA,LSJ2,NA
LSJ2,6/1/2012,Temperature C°,28.75,Temp,28.75,LSJ2,NA
LSJ2,6/1/2012,Dissolved Oxygen  (mg/L)† ,8.97,DOPerc,8.97,LSJ2,NA
LSJ2,6/1/2012,Dissolved Oxygen ( %),124.7,DOPerc,124.7,LSJ2,NA
LSJ2,6/1/2012,Specific Conductance (mS/cm),12.94,Cond,12.94,LSJ2,NA
LSJ2,6/1/2012,Salinity (PSS),7.45,Sal,7.45,LSJ2,NA
LSJ2,6/1/2012,Turbidity (NTU)†,1.1,Turb,1.1,LSJ2,NA
LSJ2,6/1/2012,pH†,8.34,pH,8.34,LSJ2,NA
LSJ2,6/1/2012,Secchi Depth (Meters)•,Bottom,Sec,NA,LSJ2,NA
LSJ2,7/1/2012,Temperature C°,30.31,Temp,30.31,LSJ2,NA
LSJ2,7/1/2012,Dissolved Oxygen  (mg/L)† ,3.44,DOPerc,3.44,LSJ2,NA
LSJ2,7/1/2012,Dissolved Oxygen ( %),49.2,DOPerc,49.2,LSJ2,NA
LSJ2,7/1/2012,Specific Conductance (mS/cm),23.1,Cond,23.1,LSJ2,NA
LSJ2,7/1/2012,Salinity (PSS),14.02,Sal,14.02,LSJ2,NA
LSJ2,7/1/2012,Turbidity (NTU)†,0,Turb,0,LSJ2,NA
LSJ2,7/1/2012,pH†,7.34,pH,7.34,LSJ2,NA
LSJ2,7/1/2012,Secchi Depth (Meters)•,1.46,Sec,1.46,LSJ2,NA
LSJ2,7/1/2012,Oil & Grease  (mg/L) •,BDL,Oil,0,LSJ2,NA
LSJ2,7/1/2012,Total Kjeldahl Nitrogen (mg/L) †,0.87,KNit,0.87,LSJ2,NA
LSJ2,7/1/2012,"Nitrate & Nitrite,total (mg/L) •",0.03,NitNat,0.03,LSJ2,NA
LSJ2,7/1/2012,Total Phosphorus (mg/L) †,BDL,P,0,LSJ2,NA
LSJ2,7/1/2012,TOC  (mg/L) •,4.35,TOC,4.35,LSJ2,NA
LSJ2,7/1/2012,Chlorophyll  a  (mg/m3) •,1.64,Chl,1.64,LSJ2,NA
LSJ2,7/1/2012,Turbidity  (NTU)    ˆ TSS  (mg/L),8.7,Turb,8.7,LSJ2,NA
LSJ2,7/1/2012,Ammonia (mg/L),0.16,Amm,0.16,LSJ2,NA
LSJ2,7/1/2012,BOD (mg/L),4,BOD,4,LSJ2,NA
LSJ2,7/1/2012,Coliform-Fecal  (CFU/100mL)†,170,Col,170,LSJ2,NA
LSJ2,7/1/2012,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,LSJ2,NA
LSJ2,8/1/2012,Temperature C°,1/29/1900 3:50,Temp,NA,LSJ2,NA
LSJ2,8/1/2012,Dissolved Oxygen  (mg/L)† ,1/6/1900 16:19,DOPerc,NA,LSJ2,NA
LSJ2,8/1/2012,Dissolved Oxygen ( %),4/26/1900 2:24,DOPerc,NA,LSJ2,NA
LSJ2,8/1/2012,Specific Conductance (mS/cm),1/18/1900 16:48,Cond,NA,LSJ2,NA
LSJ2,8/1/2012,Salinity (PSS),1/10/1900 18:43,Sal,NA,LSJ2,NA
LSJ2,8/1/2012,Turbidity (NTU)†,1899-12-30,Turb,NA,LSJ2,NA
LSJ2,8/1/2012,pH†,1/6/1900 20:38,pH,NA,LSJ2,NA
LSJ2,8/1/2012,Secchi Depth (Meters)•,1899-12-31 02:24:00,Sec,NA,LSJ2,NA
LSJ2,9/1/2012,Temperature C°,29.98,Temp,29.98,LSJ2,NA
LSJ2,9/1/2012,Dissolved Oxygen  (mg/L)† ,8.09,DOPerc,8.09,LSJ2,NA
LSJ2,9/1/2012,Dissolved Oxygen ( %),115,DOPerc,115,LSJ2,NA
LSJ2,9/1/2012,Specific Conductance (mS/cm),17.6,Cond,17.6,LSJ2,NA
LSJ2,9/1/2012,Salinity (PSS),10.48,Sal,10.48,LSJ2,NA
LSJ2,9/1/2012,Turbidity (NTU)†,0,Turb,0,LSJ2,NA
LSJ2,9/1/2012,pH†,8,pH,8,LSJ2,NA
LSJ2,9/1/2012,Secchi Depth (Meters)•,Bottom,Sec,NA,LSJ2,NA
LSJ2,10/1/2012,Temperature C°,30.27,Temp,30.27,LSJ2,NA
LSJ2,10/1/2012,Dissolved Oxygen  (mg/L)† ,2.9,DOPerc,2.9,LSJ2,NA
LSJ2,10/1/2012,Dissolved Oxygen ( %),37.8,DOPerc,37.8,LSJ2,NA
LSJ2,10/1/2012,Specific Conductance (mS/cm),19.1,Cond,19.1,LSJ2,NA
LSJ2,10/1/2012,Salinity (PSS),11.26,Sal,11.26,LSJ2,NA
LSJ2,10/1/2012,Turbidity (NTU)†,0,Turb,0,LSJ2,NA
LSJ2,10/1/2012,pH†,7.14,pH,7.14,LSJ2,NA
LSJ2,10/1/2012,Secchi Depth (Meters)•,1.29,Sec,1.29,LSJ2,NA
LSJ2,10/1/2012,Oil & Grease  (mg/L) •,1.8,Oil,1.8,LSJ2,NA
LSJ2,10/1/2012,Total Kjeldahl Nitrogen (mg/L) †,0.69,KNit,0.69,LSJ2,NA
LSJ2,10/1/2012,"Nitrate & Nitrite,total (mg/L) •",0.02,NitNat,0.02,LSJ2,NA
LSJ2,10/1/2012,Total Phosphorus (mg/L) †,BDL,P,0,LSJ2,NA
LSJ2,10/1/2012,TOC  (mg/L) •,4.95,TOC,4.95,LSJ2,NA
LSJ2,10/1/2012,Chlorophyll  a  (mg/m3) •,3.95,Chl,3.95,LSJ2,NA
LSJ2,10/1/2012,Turbidity  (NTU)    ˆ TSS  (mg/L),6.3,Turb,6.3,LSJ2,NA
LSJ2,10/1/2012,Ammonia (mg/L),BDL,Amm,0,LSJ2,NA
LSJ2,10/1/2012,BOD (mg/L),2,BOD,2,LSJ2,NA
LSJ2,10/1/2012,Coliform-Fecal  (CFU/100mL)†,7400,Col,7400,LSJ2,NA
LSJ2,10/1/2012,Fecal Enterococcus (CFU/100mL)†,680,Ecol,680,LSJ2,NA
LSJ2,11/1/2012,Temperature C°,29.35,Temp,29.35,LSJ2,NA
LSJ2,11/1/2012,Dissolved Oxygen  (mg/L)† ,9.95,DOPerc,9.95,LSJ2,NA
LSJ2,11/1/2012,Dissolved Oxygen ( %),136.8,DOPerc,136.8,LSJ2,NA
LSJ2,11/1/2012,Specific Conductance (mS/cm),17.7,Cond,17.7,LSJ2,NA
LSJ2,11/1/2012,Salinity (PSS),10.54,Sal,10.54,LSJ2,NA
LSJ2,11/1/2012,Turbidity (NTU)†,0,Turb,0,LSJ2,NA
LSJ2,11/1/2012,pH†,8.65,pH,8.65,LSJ2,NA
LSJ2,11/1/2012,Secchi Depth (Meters)•,Bottom,Sec,NA,LSJ2,NA
LSJ2,12/1/2012,Temperature C°,29.44,Temp,29.44,LSJ2,NA
LSJ2,12/1/2012,Dissolved Oxygen  (mg/L)† ,3.02,DOPerc,3.02,LSJ2,NA
LSJ2,12/1/2012,Dissolved Oxygen ( %),32,DOPerc,32,LSJ2,NA
LSJ2,12/1/2012,Specific Conductance (mS/cm),21.1,Cond,21.1,LSJ2,NA
LSJ2,12/1/2012,Salinity (PSS),12.69,Sal,12.69,LSJ2,NA
LSJ2,12/1/2012,Turbidity (NTU)†,0,Turb,0,LSJ2,NA
LSJ2,12/1/2012,pH†,7.18,pH,7.18,LSJ2,NA
LSJ2,12/1/2012,Secchi Depth (Meters)•,Bottom,Sec,NA,LSJ2,NA
LT1,2/1/2012,Temperature C°,24.6,Temp,24.6,LT1,NA
LT1,2/1/2012,Dissolved Oxygen  (mg/L)† ,6.65,DOPerc,6.65,LT1,NA
LT1,2/1/2012,Dissolved Oxygen ( %),100.6,DOPerc,100.6,LT1,NA
LT1,2/1/2012,Specific Conductance (mS/cm),53.7,Cond,53.7,LT1,NA
LT1,2/1/2012,Salinity (PSS),35.06,Sal,35.06,LT1,NA
LT1,2/1/2012,Turbidity (NTU)†,9.7,Turb,9.7,LT1,NA
LT1,2/1/2012,pH†,7.79,pH,7.79,LT1,NA
LT1,2/1/2012,Secchi Depth (Meters)•,1.03,Sec,1.03,LT1,NA
LT1,3/1/2012,Temperature C°,1/25/1900 18:14,Temp,NA,LT1,NA
LT1,3/1/2012,Dissolved Oxygen  (mg/L)† ,1/6/1900 0:14,DOPerc,NA,LT1,NA
LT1,3/1/2012,Dissolved Oxygen ( %),4/19/1900 4:48,DOPerc,NA,LT1,NA
LT1,3/1/2012,Specific Conductance (mS/cm),2/22/1900 19:12,Cond,NA,LT1,NA
LT1,3/1/2012,Salinity (PSS),2/4/1900 8:09,Sal,NA,LT1,NA
LT1,3/1/2012,Turbidity (NTU)†,1899-12-30,Turb,NA,LT1,NA
LT1,3/1/2012,pH†,1/6/1900 20:52,pH,NA,LT1,NA
LT1,3/1/2012,Secchi Depth (Meters)•,1/1/1900 11:45,Sec,NA,LT1,NA
LT1,4/1/2012,Temperature C°,1/25/1900 3:36,Temp,NA,LT1,NA
LT1,4/1/2012,Dissolved Oxygen  (mg/L)† ,1/5/1900 20:24,DOPerc,NA,LT1,NA
LT1,4/1/2012,Dissolved Oxygen ( %),4/6/1900 9:36,DOPerc,NA,LT1,NA
LT1,4/1/2012,Specific Conductance (mS/cm),1/25/1900,Cond,NA,LT1,NA
LT1,4/1/2012,Salinity (PSS),1/14/1900 19:40,Sal,NA,LT1,NA
LT1,4/1/2012,Turbidity (NTU)†,1/8/1900,Turb,NA,LT1,NA
LT1,4/1/2012,pH†,1/6/1900 16:33,pH,NA,LT1,NA
LT1,4/1/2012,Secchi Depth (Meters)•,1899-12-30 14:09:36,Sec,NA,LT1,NA
LT1,5/1/2012,Temperature C°,1/25/1900 11:16,Temp,NA,LT1,NA
LT1,5/1/2012,Dissolved Oxygen  (mg/L)† ,1/6/1900 17:45,DOPerc,NA,LT1,NA
LT1,5/1/2012,Dissolved Oxygen ( %),4/24/1900 7:12,DOPerc,NA,LT1,NA
LT1,5/1/2012,Specific Conductance (mS/cm),2/9/1900 2:24,Cond,NA,LT1,NA
LT1,5/1/2012,Salinity (PSS),1/25/1900 11:45,Sal,NA,LT1,NA
LT1,5/1/2012,Turbidity (NTU)†,1/2/1900 2:24,Turb,NA,LT1,NA
LT1,5/1/2012,pH†,1/7/1900 0:28,pH,NA,LT1,NA
LT1,5/1/2012,Secchi Depth (Meters)•,1899-12-30 20:24:00,Sec,NA,LT1,NA
LT1,6/1/2012,Temperature C°,1/27/1900 3:07,Temp,NA,LT1,NA
LT1,6/1/2012,Dissolved Oxygen  (mg/L)† ,1/5/1900 12:57,DOPerc,NA,LT1,NA
LT1,6/1/2012,Dissolved Oxygen ( %),4/11/1900 4:48,DOPerc,NA,LT1,NA
LT1,6/1/2012,Specific Conductance (mS/cm),2/13/1900,Cond,NA,LT1,NA
LT1,6/1/2012,Salinity (PSS),1/28/1900 20:52,Sal,NA,LT1,NA
LT1,6/1/2012,Turbidity (NTU)†,1899-12-30 09:36:00,Turb,NA,LT1,NA
LT1,6/1/2012,pH†,1/7/1900 1:26,pH,NA,LT1,NA
LT1,6/1/2012,Secchi Depth (Meters)•,1899-12-31 09:36:00,Sec,NA,LT1,NA
LT1,7/1/2012,Temperature C°,29.72,Temp,29.72,LT1,NA
LT1,7/1/2012,Dissolved Oxygen  (mg/L)† ,4.77,DOPerc,4.77,LT1,NA
LT1,7/1/2012,Dissolved Oxygen ( %),75.1,DOPerc,75.1,LT1,NA
LT1,7/1/2012,Specific Conductance (mS/cm),50.5,Cond,50.5,LT1,NA
LT1,7/1/2012,Salinity (PSS),33.4,Sal,33.4,LT1,NA
LT1,7/1/2012,Turbidity (NTU)†,0,Turb,0,LT1,NA
LT1,7/1/2012,pH†,8.78,pH,8.78,LT1,NA
LT1,7/1/2012,Secchi Depth (Meters)•,1.1,Sec,1.1,LT1,NA
LT1,7/1/2012,Oil & Grease  (mg/L) •,BDL,Oil,0,LT1,NA
LT1,7/1/2012,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,LT1,NA
LT1,7/1/2012,"Nitrate & Nitrite,total (mg/L) •",0.03,NitNat,0.03,LT1,NA
LT1,7/1/2012,Total Phosphorus (mg/L) †,BDL,P,0,LT1,NA
LT1,7/1/2012,TOC  (mg/L) •,0.615,TOC,0.615,LT1,NA
LT1,7/1/2012,Chlorophyll a   (mg/m3) •,BDL,Chl,0,LT1,NA
LT1,7/1/2012,Turbidity  (NTU)    ˆ TSS  (mg/L),14.3,Turb,14.3,LT1,NA
LT1,7/1/2012,Ammonia (mg/L),BDL,Amm,0,LT1,NA
LT1,7/1/2012,BOD (mg/L),3,BOD,3,LT1,NA
LT1,7/1/2012,Coliform-Fecal  (CFU/100mL)†,25,Col,25,LT1,NA
LT1,7/1/2012,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,LT1,NA
LT1,8/1/2012,Temperature C°,1/28/1900 14:38,Temp,NA,LT1,NA
LT1,8/1/2012,Dissolved Oxygen  (mg/L)† ,1/3/1900 20:52,DOPerc,NA,LT1,NA
LT1,8/1/2012,Dissolved Oxygen ( %),3/15/1900 2:24,DOPerc,NA,LT1,NA
LT1,8/1/2012,Specific Conductance (mS/cm),2/15/1900 4:48,Cond,NA,LT1,NA
LT1,8/1/2012,Salinity (PSS),1/29/1900 21:07,Sal,NA,LT1,NA
LT1,8/1/2012,Turbidity (NTU)†,1/1/1900,Turb,NA,LT1,NA
LT1,8/1/2012,pH†,1/6/1900 16:33,pH,NA,LT1,NA
LT1,8/1/2012,Secchi Depth (Meters)•,1899-12-31 02:38:24,Sec,NA,LT1,NA
LT1,9/1/2012,Temperature C°,1/28/1900 3:07,Temp,NA,LT1,NA
LT1,9/1/2012,Dissolved Oxygen  (mg/L)† ,1/4/1900 18:57,DOPerc,NA,LT1,NA
LT1,9/1/2012,Dissolved Oxygen ( %),3/24/1900 4:48,DOPerc,NA,LT1,NA
LT1,9/1/2012,Specific Conductance (mS/cm),2/20/1900 9:36,Cond,NA,LT1,NA
LT1,9/1/2012,Salinity (PSS),2/2/1900 2:38,Sal,NA,LT1,NA
LT1,9/1/2012,Turbidity (NTU)†,1899-12-30,Turb,NA,LT1,NA
LT1,9/1/2012,pH†,1/6/1900 20:24,pH,NA,LT1,NA
LT1,9/1/2012,Secchi Depth (Meters)•,1/1/1900 6:43,Sec,NA,LT1,NA
LT1,10/1/2012,Temperature C°,29.14,Temp,29.14,LT1,NA
LT1,10/1/2012,Dissolved Oxygen  (mg/L)† ,4.71,DOPerc,4.71,LT1,NA
LT1,10/1/2012,Dissolved Oxygen ( %),69.1,DOPerc,69.1,LT1,NA
LT1,10/1/2012,Specific Conductance (mS/cm),46.8,Cond,46.8,LT1,NA
LT1,10/1/2012,Salinity (PSS),30.8,Sal,30.8,LT1,NA
LT1,10/1/2012,Turbidity (NTU)†,0,Turb,0,LT1,NA
LT1,10/1/2012,pH†,7.41,pH,7.41,LT1,NA
LT1,10/1/2012,Secchi Depth (Meters)•,1.03,Sec,1.03,LT1,NA
LT1,10/1/2012,Oil & Grease  (mg/L) •,1.22,Oil,1.22,LT1,NA
LT1,10/1/2012,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,LT1,NA
LT1,10/1/2012,"Nitrate & Nitrite,total (mg/L) •",BDL,NitNat,0,LT1,NA
LT1,10/1/2012,Total Phosphorus (mg/L) †,BDL,P,0,LT1,NA
LT1,10/1/2012,TOC  (mg/L) •,1.22,TOC,1.22,LT1,NA
LT1,10/1/2012,Chlorophyll a   (mg/m3) •,3.76,Chl,3.76,LT1,NA
LT1,10/1/2012,Turbidity  (NTU)    ˆ TSS  (mg/L),38,Turb,38,LT1,NA
LT1,10/1/2012,Ammonia (mg/L),BDL,Amm,0,LT1,NA
LT1,10/1/2012,BOD (mg/L),1,BOD,1,LT1,NA
LT1,10/1/2012,Coliform-Fecal  (CFU/100mL)†,120,Col,120,LT1,NA
LT1,10/1/2012,Fecal Enterococcus (CFU/100mL)†,650,Ecol,650,LT1,NA
LT1,11/1/2012,Temperature C°,1/27/1900 18:00,Temp,NA,LT1,NA
LT1,11/1/2012,Dissolved Oxygen  (mg/L)† ,1/2/1900 4:19,DOPerc,NA,LT1,NA
LT1,11/1/2012,Dissolved Oxygen ( %),3/19/1900 21:36,DOPerc,NA,LT1,NA
LT1,11/1/2012,Specific Conductance (mS/cm),2/13/1900 9:36,Cond,NA,LT1,NA
LT1,11/1/2012,Salinity (PSS),1/28/1900 16:19,Sal,NA,LT1,NA
LT1,11/1/2012,Turbidity (NTU)†,1899-12-30,Turb,NA,LT1,NA
LT1,11/1/2012,pH†,1/6/1900 23:31,pH,NA,LT1,NA
LT1,11/1/2012,Secchi Depth (Meters)•,1899-12-31,Sec,NA,LT1,NA
LT1,12/1/2012,Temperature C°,1/27/1900 19:55,Temp,NA,LT1,NA
LT1,12/1/2012,Dissolved Oxygen  (mg/L)† ,1/4/1900 1:26,DOPerc,NA,LT1,NA
LT1,12/1/2012,Dissolved Oxygen ( %),3/25/1900 12:00,DOPerc,NA,LT1,NA
LT1,12/1/2012,Specific Conductance (mS/cm),2/20/1900 9:36,Cond,NA,LT1,NA
LT1,12/1/2012,Salinity (PSS),2/3/1900 12:28,Sal,NA,LT1,NA
LT1,12/1/2012,Turbidity (NTU)†,1899-12-30,Turb,NA,LT1,NA
LT1,12/1/2012,pH†,1/6/1900 14:24,pH,NA,LT1,NA
LT1,12/1/2012,Secchi Depth (Meters)•,1/1/1900 0:28,Sec,NA,LT1,NA
LT2,2/1/2012,Temperature C°,24.07,Temp,24.07,LT2,TORMIN
LT2,2/1/2012,Dissolved Oxygen  (mg/L)† ,6.37,DOPerc,6.37,LT2,TORMIN
LT2,2/1/2012,Dissolved Oxygen ( %),92.3,DOPerc,92.3,LT2,TORMIN
LT2,2/1/2012,Specific Conductance (mS/cm),43.2,Cond,43.2,LT2,TORMIN
LT2,2/1/2012,Salinity (PSS),28.84,Sal,28.84,LT2,TORMIN
LT2,2/1/2012,Turbidity (NTU)†,2.7,Turb,2.7,LT2,TORMIN
LT2,2/1/2012,pH†,7.62,pH,7.62,LT2,TORMIN
LT2,2/1/2012,Secchi Depth (Meters)•,1.08,Sec,1.08,LT2,TORMIN
LT2,3/1/2012,Temperature C°,1/25/1900 16:33,Temp,NA,LT2,TORMIN
LT2,3/1/2012,Dissolved Oxygen  (mg/L)† ,1/5/1900 2:24,DOPerc,NA,LT2,TORMIN
LT2,3/1/2012,Dissolved Oxygen ( %),4/6/1900 14:24,DOPerc,NA,LT2,TORMIN
LT2,3/1/2012,Specific Conductance (mS/cm),2/14/1900 9:36,Cond,NA,LT2,TORMIN
LT2,3/1/2012,Salinity (PSS),1/28/1900 12:28,Sal,NA,LT2,TORMIN
LT2,3/1/2012,Turbidity (NTU)†,1899-12-31 02:24:00,Turb,NA,LT2,TORMIN
LT2,3/1/2012,pH†,1/6/1900 17:31,pH,NA,LT2,TORMIN
LT2,3/1/2012,Secchi Depth (Meters)•,1899-12-31 05:16:48,Sec,NA,LT2,TORMIN
LT2,4/1/2012,Temperature C°,1/25/1900 11:16,Temp,NA,LT2,TORMIN
LT2,4/1/2012,Dissolved Oxygen  (mg/L)† ,1/3/1900 19:12,DOPerc,NA,LT2,TORMIN
LT2,4/1/2012,Dissolved Oxygen ( %),3/12/1900,DOPerc,NA,LT2,TORMIN
LT2,4/1/2012,Specific Conductance (mS/cm),1/24/1900 7:12,Cond,NA,LT2,TORMIN
LT2,4/1/2012,Salinity (PSS),1/13/1900 5:31,Sal,NA,LT2,TORMIN
LT2,4/1/2012,Turbidity (NTU)†,1/15/1900 9:36,Turb,NA,LT2,TORMIN
LT2,4/1/2012,pH†,1/6/1900 11:02,pH,NA,LT2,TORMIN
LT2,4/1/2012,Secchi Depth (Meters)•,1899-12-30 15:36:00,Sec,NA,LT2,TORMIN
LT2,5/1/2012,Temperature C°,1/26/1900 21:50,Temp,NA,LT2,TORMIN
LT2,5/1/2012,Dissolved Oxygen  (mg/L)† ,1/7/1900 2:24,DOPerc,NA,LT2,TORMIN
LT2,5/1/2012,Dissolved Oxygen ( %),5/7/1900 2:24,DOPerc,NA,LT2,TORMIN
LT2,5/1/2012,Specific Conductance (mS/cm),2/5/1900 12:00,Cond,NA,LT2,TORMIN
LT2,5/1/2012,Salinity (PSS),1/23/1900 21:36,Sal,NA,LT2,TORMIN
LT2,5/1/2012,Turbidity (NTU)†,1/5/1900 21:36,Turb,NA,LT2,TORMIN
LT2,5/1/2012,pH†,1/7/1900 0:14,pH,NA,LT2,TORMIN
LT2,5/1/2012,Secchi Depth (Meters)•,1899-12-30 17:45:36,Sec,NA,LT2,TORMIN
LT2,6/1/2012,Temperature C°,1/28/1900 8:09,Temp,NA,LT2,TORMIN
LT2,6/1/2012,Dissolved Oxygen  (mg/L)† ,1/4/1900 21:07,DOPerc,NA,LT2,TORMIN
LT2,6/1/2012,Dissolved Oxygen ( %),3/30/1900 12:00,DOPerc,NA,LT2,TORMIN
LT2,6/1/2012,Specific Conductance (mS/cm),2/3/1900 12:00,Cond,NA,LT2,TORMIN
LT2,6/1/2012,Salinity (PSS),1/21/1900 8:09,Sal,NA,LT2,TORMIN
LT2,6/1/2012,Turbidity (NTU)†,1/10/1900 7:12,Turb,NA,LT2,TORMIN
LT2,6/1/2012,pH†,1/6/1900 21:07,pH,NA,LT2,TORMIN
LT2,6/1/2012,Secchi Depth (Meters)•,1899-12-30 21:36:00,Sec,NA,LT2,TORMIN
LT2,7/1/2012,Temperature C°,30.51,Temp,30.51,LT2,TORMIN
LT2,7/1/2012,Dissolved Oxygen  (mg/L)† ,4.3,DOPerc,4.3,LT2,TORMIN
LT2,7/1/2012,Dissolved Oxygen ( %),68.8,DOPerc,68.8,LT2,TORMIN
LT2,7/1/2012,Specific Conductance (mS/cm),48.6,Cond,48.6,LT2,TORMIN
LT2,7/1/2012,Salinity (PSS),31.95,Sal,31.95,LT2,TORMIN
LT2,7/1/2012,Turbidity (NTU)†,0,Turb,0,LT2,TORMIN
LT2,7/1/2012,pH†,8.66,pH,8.66,LT2,TORMIN
LT2,7/1/2012,Secchi Depth (Meters)•,1.04,Sec,1.04,LT2,TORMIN
LT2,7/1/2012,Oil & Grease  (mg/L) •,1.6,Oil,1.6,LT2,TORMIN
LT2,7/1/2012,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,LT2,TORMIN
LT2,7/1/2012,"Nitrate & Nitrite,total (mg/L) •",0.02,NitNat,0.02,LT2,TORMIN
LT2,7/1/2012,Total Phosphorus (mg/L) †,BDL,P,0,LT2,TORMIN
LT2,7/1/2012,TOC  (mg/L) •,0.1,TOC,0.1,LT2,TORMIN
LT2,7/1/2012,Chlorophyll  a  (mg/m3) •,4.07,Chl,4.07,LT2,TORMIN
LT2,7/1/2012,Turbidity  (NTU)         ˆ TSS  (mg/L),12.3,Turb,12.3,LT2,TORMIN
LT2,7/1/2012,Ammonia (mg/L),BDL,Amm,0,LT2,TORMIN
LT2,7/1/2012,BOD (mg/L),4,BOD,4,LT2,TORMIN
LT2,7/1/2012,Coliform-Fecal  (CFU/100mL)†,600,Col,600,LT2,TORMIN
LT2,7/1/2012,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,LT2,TORMIN
LT2,8/1/2012,Temperature C°,30.59,Temp,30.59,LT2,TORMIN
LT2,8/1/2012,Dissolved Oxygen  (mg/L)† ,4.31,DOPerc,4.31,LT2,TORMIN
LT2,8/1/2012,Dissolved Oxygen ( %),66.8,DOPerc,66.8,LT2,TORMIN
LT2,8/1/2012,Specific Conductance (mS/cm),44.4,Cond,44.4,LT2,TORMIN
LT2,8/1/2012,Salinity (PSS),28.81,Sal,28.81,LT2,TORMIN
LT2,8/1/2012,Turbidity (NTU)†,0,Turb,0,LT2,TORMIN
LT2,8/1/2012,pH†,7.59,pH,7.59,LT2,TORMIN
LT2,8/1/2012,Secchi Depth (Meters)•,Bottom,Sec,NA,LT2,TORMIN
LT2,9/1/2012,Temperature C°,1/29/1900 2:52,Temp,NA,LT2,TORMIN
LT2,9/1/2012,Dissolved Oxygen  (mg/L)† ,1/4/1900 12:00,DOPerc,NA,LT2,TORMIN
LT2,9/1/2012,Dissolved Oxygen ( %),3/26/1900,DOPerc,NA,LT2,TORMIN
LT2,9/1/2012,Specific Conductance (mS/cm),2/9/1900 9:36,Cond,NA,LT2,TORMIN
LT2,9/1/2012,Salinity (PSS),1/25/1900 11:16,Sal,NA,LT2,TORMIN
LT2,9/1/2012,Turbidity (NTU)†,1899-12-30,Turb,NA,LT2,TORMIN
LT2,9/1/2012,pH†,1/6/1900 16:33,pH,NA,LT2,TORMIN
LT2,9/1/2012,Secchi Depth (Meters)•,1899-12-31 02:24:00,Sec,NA,LT2,TORMIN
LT2,10/1/2012,Temperature C°,30.1,Temp,30.1,LT2,TORMIN
LT2,10/1/2012,Dissolved Oxygen  (mg/L)† ,3.2,DOPerc,3.2,LT2,TORMIN
LT2,10/1/2012,Dissolved Oxygen ( %),51.7,DOPerc,51.7,LT2,TORMIN
LT2,10/1/2012,Specific Conductance (mS/cm),45.2,Cond,45.2,LT2,TORMIN
LT2,10/1/2012,Salinity (PSS),28,Sal,28,LT2,TORMIN
LT2,10/1/2012,Turbidity (NTU)†,1.2,Turb,1.2,LT2,TORMIN
LT2,10/1/2012,pH†,7,pH,7,LT2,TORMIN
LT2,10/1/2012,Secchi Depth (Meters)•,1.2,Sec,1.2,LT2,TORMIN
LT2,10/1/2012,Oil & Grease  (mg/L) •,BDL,Oil,0,LT2,TORMIN
LT2,10/1/2012,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,LT2,TORMIN
LT2,10/1/2012,"Nitrate & Nitrite,total (mg/L) •",BDL,NitNat,0,LT2,TORMIN
LT2,10/1/2012,Total Phosphorus (mg/L) †,BDL,P,0,LT2,TORMIN
LT2,10/1/2012,TOC  (mg/L) •,2.41,TOC,2.41,LT2,TORMIN
LT2,10/1/2012,Chlorophyll  a  (mg/m3) •,3.74,Chl,3.74,LT2,TORMIN
LT2,10/1/2012,Turbidity  (NTU)         ˆ TSS  (mg/L),12.3,Turb,12.3,LT2,TORMIN
LT2,10/1/2012,Ammonia (mg/L),BDL,Amm,0,LT2,TORMIN
LT2,10/1/2012,BOD (mg/L),1,BOD,1,LT2,TORMIN
LT2,10/1/2012,Coliform-Fecal  (CFU/100mL)†,430,Col,430,LT2,TORMIN
LT2,10/1/2012,Fecal Enterococcus (CFU/100mL)†,36,Ecol,36,LT2,TORMIN
LT2,11/1/2012,Temperature C°,1/28/1900 8:38,Temp,NA,LT2,TORMIN
LT2,11/1/2012,Dissolved Oxygen  (mg/L)† ,1/4/1900,DOPerc,NA,LT2,TORMIN
LT2,11/1/2012,Dissolved Oxygen ( %),3/12/1900 12:00,DOPerc,NA,LT2,TORMIN
LT2,11/1/2012,Specific Conductance (mS/cm),2/9/1900 12:00,Cond,NA,LT2,TORMIN
LT2,11/1/2012,Salinity (PSS),1/25/1900 21:07,Sal,NA,LT2,TORMIN
LT2,11/1/2012,Turbidity (NTU)†,1899-12-30 12:00:00,Turb,NA,LT2,TORMIN
LT2,11/1/2012,pH†,1/6/1900 19:55,pH,NA,LT2,TORMIN
